434	480	505	506	507	509		
481	483	485	496	508	515	791	
453	472	510	511				
434	507	512	513				
478	501	504	514				
454	478	485	492	497	501	508	
144	461	477	502	517	518	787	
131	281	526					
555	565	566	575	607	608		
345	443	452	671	672			
317	326	348	523	581	665	730	
632	690	711	715				
296	331	341	348	523	698		
121	182	531	532	534			
128	162	166	174	314	661		
106	127	147	182	534	535		
187	217	223	280	536	537		
139	149	194	243	538	539		
151	167	197	241	540	541		
596	617	621	678	688			
201	545	547	548	556	558		
291	394	544	547	558			
338	378	394	545	547	551		
328	530	545	548	550	551	571	
201	530	548	561	590			
565	567	589	607	634			
201	316	556	557	561	600	602	
273	291	316	552	556	558		
561	567	589	590	602			
528	554	599	606	625	627	780	
131	315	573	647	659			
261	361	363	649	651	652		
189	340	543	576	586	595	616	
609	611	642	725	768			
262	317	323	341	523			
105	137	287	298	323	341	698	
542	587	593	597	601	633	638	
542	562	587	778				
353	374	378	549	551	571	585	
440	555	566	582	584	635		
594	623	629	630	779			
340	374	529	585	586			
226	328	417	419	465	550		
445	553	618	620	709	710		
192	356	592	611	646	725	727	
131	265	315	520	521	526		
146	252	574	641	650			
528	553	554	579	598	620		
528	579	593	597	599	636		
557	600	619	624	639			
219	542	562	601				
219	603	622	637				
431	438	527	613	614			
328	419	530	567	590	607	608	
413	610	642	768				
192	309	592	612	648	658		
268	420	469	543	572	576		
268	359	420	423	425	752		
563	606	621	627	631	678		
445	553	584	598	635			
554	617	620	621	627	710		
519	562	623	778				
565	575	597	633	634	636	654	
629	676	679	695				
606	625	630	631	675	779		
525	594	629	676	677			
343	596	682	688	697	714		
158	580	619	622	624	637		
219	601	603	638	640			
566	575	579	598	635	636		
603	624	637	639	640	655		
557	589	602	634	639	654	655	
292	570	644	702	705			
21	227	645	703	720	721		
246	524	578	726	763	764		
656	657	659					
153	297	309	612	649	651		
153	261	641	650	651			
297	560	649	652	653			
633	638	640	654	655			
592	656	657	658	727			
647	648	657	658	659			
125	162	169	174	272	533	777	
165	258	327	718	723			
130	172	336	375	581	665		
130	375	664	666	667	669		
254	266	325	667	668	669		
431	527	604	615	671	672		
419	465	555	582	608	670		
568	604	615	691	713	716		
594	630	675	677				
525	563	631	675	677	680	696	
683	685	687	693				
525	626	676	679	680	694		
674	683	684	687	689			
628	674	687	690				
628	674	681	682	689	697		
626	683	684	685	692	694		
673	693	781	782				
626	680	681	684	689	696		
628	632	682	690	714			
685	686	692	693	781			
679	686	692	694	695			
563	678	681	688	696	697		
258	287	327	331	698	699		
165	237	258	321	699	700	701	
662	720	721	724	729			
136	524	569	702	705	726	762	
382	707	739	740				
618	691	708	709	712	713		
343	596	617	709	710	712		
615	671	715	716				
343	568	632	711	712	713	714	
568	711	715	716				
165	701	717	722	723	734		
290	662	717	719	722	724		
292	413	705	762				
296	327	331	718	733	765		
136	524	578	718	723	733	734	
246	663	704	728	761	764		
570	644	645	703				
136	569	662	722	729	734		
569	570	645	702	721	729		
470	738	743	746	748			
470	706	738	739	740			
395	439	449	466	737	742	750	784
360	364	449	486	742	749	766	
395	466	470	706	743	785		
395	421	741	743	748	750	760	
382	706	735	736	740	785		
421	449	750	766				
379	605	741	756	758	760		
379	425	605	752	753	754	757	
191	745	755	756	758	767		
605	751	755	757	758			
379	746	748	754	759	760		
296	348	663	730	761	765		
413	610	726	762	763			
578	663	733	764	765			
421	741	749	756	766	767		
246	609	610	704	763	768		
102	118	119	769				
15	41	48	102	115	769		
60	92	770	771				
57	117	120	772	773			
76	78	82	776				
53	63	77	82	774	775	776	
240	533	777					
158	281	520	522	526	580		
519	587	593	599	778	780		
519	623	625	779	780			
686	695	781	782	783			
673	782	783					
455	735	736	744	786			
466	735	784	785	786			
184	467	477	787	788			
467	471	498	788				
471	498	516	789				
480	492	505	508	790	791		
10	90	95	113	229	792		
19	28	731	732	793	794		
4	40	796	797				
4	11	18	22	107	797
